출동서센터,출동차수,차량호수,차량동태,진행일시,관제일련번호,관제진행일시,관제내역
죽전119안전센터,7,1000001027,출동보고,2024-08-01 9:54,20,2024-08-01 9:54,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
중부구급대,46,1000001157,출동보고,2024-08-01 16:40,169,2024-08-01 16:40,[중부구급대-중부특별(본대2차)(구급차)][AVL 입력자(중부특별(본대2차))]출동보고
태전119안전센터,41,1000001149,출동보고,2024-08-01 15:59,151,2024-08-01 15:59,[태전119-태전구급(구급차)][AVL 입력자(태전구급)]출동보고
죽전119안전센터,1,1000001027,현장도착보고,2024-08-01 8:54,5,2024-08-01 8:54,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]현장도착보고
죽전119안전센터,1,1000001027,출동보고,2024-08-01 8:51,4,2024-08-01 8:51,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
안심119안전센터,1,1000000811,현장도착보고,2024-08-01 9:01,6,2024-08-01 9:01,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]현장도착보고
안심119안전센터,1,1000000811,출동보고,2024-08-01 8:54,5,2024-08-01 8:54,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]출동보고
읍내119안전센터,1,1000001207,현장도착보고,2024-08-01 8:57,7,2024-08-01 8:57,[읍내119-읍내구급(구급차)][AVL 입력자(읍내구급)]현장도착보고
읍내119안전센터,1,1000001207,출동보고,2024-08-01 8:53,5,2024-08-01 8:53,[읍내119-읍내구급(구급차)][AVL 입력자(읍내구급)]출동보고
안심119안전센터,1,1000001210,현장도착보고,2024-08-01 8:59,4,2024-08-01 8:59,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]현장도착보고
안심119안전센터,1,1000001210,출동보고,2024-08-01 8:56,3,2024-08-01 8:56,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]출동보고
상동119안전센터,1,1000000961,출동보고,2024-08-01 8:58,4,2024-08-01 8:58,[상동119-상동펌프(호)(펌프차)][AVL 입력자(상동펌프(호))]출동보고
상동119안전센터,1,1000000961,현장도착보고,2024-08-01 9:04,5,2024-08-01 9:04,[상동119-상동펌프(호)(펌프차)][AVL 입력자(상동펌프(호))]현장도착보고
성서119안전센터,1,1000001162,출동보고,2024-08-01 9:05,4,2024-08-01 9:05,[성서119-성서구급(구급차)][AVL 입력자(성서구급)]출동보고
성서119안전센터,1,1000001162,현장도착보고,2024-08-01 9:05,5,2024-08-01 9:05,[성서119-성서구급(구급차)][AVL 입력자(성서구급)]현장도착보고
옥포119안전센터,1,1000000901,출동보고,2024-08-01 9:03,4,2024-08-01 9:03,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]출동보고"
옥포119안전센터,1,1000000901,현장도착보고,2024-08-01 9:10,5,2024-08-01 9:10,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]현장도착보고"
송현119안전센터,1,1000000141,출동보고,2024-08-01 9:06,5,2024-08-01 9:06,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]출동보고
송현119안전센터,1,1000000141,현장도착보고,2024-08-01 9:06,6,2024-08-01 9:06,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]현장도착보고
본리119안전센터,1,1000001029,현장도착보고,2024-08-01 9:14,4,2024-08-01 9:14,[본리119-본리구급(구급차)][AVL 입력자(본리구급)]현장도착보고
본리119안전센터,1,1000001029,출동보고,2024-08-01 9:06,3,2024-08-01 9:06,[본리119-본리구급(구급차)][AVL 입력자(본리구급)]출동보고
매곡119안전센터,1,1000001161,출동보고,2024-08-01 9:05,3,2024-08-01 9:05,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]출동보고
매곡119안전센터,1,1000001161,현장도착보고,2024-08-01 9:09,5,2024-08-01 9:09,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]현장도착보고
동부구급대,1,1000001165,출동보고,2024-08-01 9:07,5,2024-08-01 9:07,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]출동보고
동부구급대,1,1000001165,현장도착보고,2024-08-01 9:10,6,2024-08-01 9:10,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]현장도착보고
고산119안전센터,1,1000001205,출동보고,2024-08-01 9:08,4,2024-08-01 9:08,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]출동보고
고산119안전센터,1,1000001205,현장도착보고,2024-08-01 9:15,5,2024-08-01 9:15,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]현장도착보고
태전119안전센터,1,1000001170,출동보고,2024-08-01 9:09,4,2024-08-01 9:09,[태전119-태전펌프(카)(펌프차)][AVL 입력자(태전펌프(카))]출동보고
태전119안전센터,1,1000001170,현장도착보고,2024-08-01 9:19,5,2024-08-01 9:19,[태전119-태전펌프(카)(펌프차)][AVL 입력자(태전펌프(카))]현장도착보고
달성구급대,1,1000001203,출동보고,2024-08-01 9:10,4,2024-08-01 9:10,[달성구급대-달성본대1차(구급차)][AVL 입력자(달성본대1차)]출동보고
송현119안전센터,2,1000000141,출동보고,2024-08-01 9:20,7,2024-08-01 9:20,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]출동보고
송현119안전센터,2,1000000141,현장도착보고,2024-08-01 9:31,8,2024-08-01 9:31,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]현장도착보고
내당119안전센터,2,1000001038,출동보고,2024-08-01 9:11,10,2024-08-01 9:11,[내당119-내당구급(구급차)][AVL 입력자(내당구급)]출동보고
달서구조대,1,1000001048,출동보고,2024-08-01 9:11,8,2024-08-01 9:11,[달서구조대-달서구조공작(구조대차)][AVL 입력자(달서구조공작)]출동보고
본리119안전센터,1,1000000705,출동보고,2024-08-01 9:10,4,2024-08-01 9:10,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]출동보고
본리119안전센터,1,1000000705,현장도착보고,2024-08-01 9:12,11,2024-08-01 9:12,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]현장도착보고
성명119안전센터,1,1000001026,현장도착보고,2024-08-01 9:20,20,2024-08-01 9:20,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]현장도착보고
성명119안전센터,1,1000001026,출동보고,2024-08-01 9:11,9,2024-08-01 9:11,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]출동보고
명덕119안전센터,1,1000000995,출동보고,2024-08-01 9:14,7,2024-08-01 9:14,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]출동보고
봉덕119안전센터,2,1000001158,현장도착보고,2024-08-01 9:23,18,2024-08-01 9:23,[봉덕119-봉덕구급(구급차)]현장도착보고
만촌119안전센터,2,1000000818,출동보고,2024-08-01 9:17,7,2024-08-01 9:17,[만촌119-만촌펌프(펌프차)][AVL 입력자(만촌펌프)]출동보고
만촌119안전센터,2,1000000818,현장도착보고,2024-08-01 9:29,9,2024-08-01 9:29,[만촌119-만촌펌프(펌프차)][AVL 입력자(만촌펌프)]현장도착보고
만촌119안전센터,1,1000001217,현장도착보고,2024-08-01 9:26,5,2024-08-01 9:26,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]현장도착보고
만촌119안전센터,1,1000001217,출동보고,2024-08-01 9:16,3,2024-08-01 9:16,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]출동보고
침산119안전센터,1,1000001024,출동보고,2024-08-01 9:16,3,2024-08-01 9:16,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]출동보고
침산119안전센터,1,1000001024,현장도착보고,2024-08-01 9:18,5,2024-08-01 9:18,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]현장도착보고
대천119안전센터,1,1000001160,현장도착보고,2024-08-01 9:27,5,2024-08-01 9:27,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]현장도착보고
대천119안전센터,1,1000001160,출동보고,2024-08-01 9:19,4,2024-08-01 9:19,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]출동보고
고산119안전센터,2,1000001042,출동보고,2024-08-01 9:25,6,2024-08-01 9:25,[고산119-고산탱크(탱크차)][AVL 입력자(고산탱크)]출동보고
고산119안전센터,2,1000001042,현장도착보고,2024-08-01 9:34,7,2024-08-01 9:34,[고산119-고산탱크(탱크차)][AVL 입력자(고산탱크)]현장도착보고
현풍119안전센터,2,1000000838,출동보고,2024-08-01 9:27,6,2024-08-01 9:27,[현풍119-현풍조연(특수차)][AVL 입력자(현풍조연)]출동보고
강서구급대,1,1000001080,출동보고,2024-08-01 9:26,5,2024-08-01 9:26,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]출동보고
강서구급대,1,1000001080,현장도착보고,2024-08-01 9:32,10,2024-08-01 9:32,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]현장도착보고
강서구조대,1,1000000754,출동보고,2024-08-01 9:32,8,2024-08-01 9:32,[강서구조대-강서구조공작(구조대차)][AVL 입력자(강서구조공작)]출동보고
달서구급대,2,1000000996,현장도착보고,2024-08-01 9:27,11,2024-08-01 9:27,[달서구급대-달서특별구급(구급차)][AVL 입력자(달서특별구급)]현장도착보고
달서구급대,2,1000000996,출동보고,2024-08-01 9:26,7,2024-08-01 9:26,[달서구급대-달서특별구급(구급차)][AVL 입력자(달서특별구급)]출동보고
도원119안전센터,2,1000000723,출동보고,2024-08-01 9:26,10,2024-08-01 9:26,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]출동보고
도원119안전센터,2,1000000723,현장도착보고,2024-08-01 9:31,16,2024-08-01 9:31,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]현장도착보고
도원119안전센터,3,1000001159,현장도착보고,2024-08-01 9:31,17,2024-08-01 9:31,[도원119-도원구급(구급차)]현장도착보고
도원119안전센터,3,1000001159,출동보고,2024-08-01 9:27,13,2024-08-01 9:27,[도원119-도원구급(구급차)][AVL 입력자(도원구급)]출동보고
죽전119안전센터,1,1000001027,출동보고,2024-08-01 9:25,6,2024-08-01 9:25,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
읍내119안전센터,1,1000001030,현장도착보고,2024-08-01 9:37,6,2024-08-01 9:37,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]현장도착보고
읍내119안전센터,1,1000001030,출동보고,2024-08-01 9:29,5,2024-08-01 9:29,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]출동보고
대신119안전센터,1,1000000915,출동보고,2024-08-01 9:29,4,2024-08-01 9:29,[대신119-대신펌프(카)(펌프차)][AVL 입력자(대신펌프(카))]출동보고
대신119안전센터,2,1000000895,현장도착보고,2024-08-01 9:41,10,2024-08-01 9:41,[대신119-대신경량펌프(카)(펌프차)][AVL 입력자(대신경량펌프(카))]현장도착보고
대신119안전센터,2,1000000895,출동보고,2024-08-01 9:33,9,2024-08-01 9:33,[대신119-대신경량펌프(카)(펌프차)][AVL 입력자(대신경량펌프(카))]출동보고
무태119안전센터,1,1000001184,현장도착보고,2024-08-01 9:39,6,2024-08-01 9:39,[무태119-무태펌프(구암2차)(펌프차)][AVL 입력자(무태펌프(구암2차))]현장도착보고
무태119안전센터,1,1000001184,출동보고,2024-08-01 9:29,5,2024-08-01 9:29,[무태119-무태펌프(구암2차)(펌프차)][AVL 입력자(무태펌프(구암2차))]출동보고
가창119안전센터,1,1000000960,현장도착보고,2024-08-01 9:47,7,2024-08-01 9:47,[가창119-가창펌프(호)(펌프차)][AVL 입력자(가창펌프(호))]현장도착보고
가창119안전센터,1,1000000960,출동보고,2024-08-01 9:29,5,2024-08-01 9:29,[가창119-가창펌프(호)(펌프차)][AVL 입력자(가창펌프(호))]출동보고
노원119안전센터,1,1000001253,출동보고,2024-08-01 9:32,6,2024-08-01 9:32,[노원119-노원구급(구급차)][AVL 입력자(노원구급)]출동보고
노원119안전센터,1,1000001253,현장도착보고,2024-08-01 9:34,7,2024-08-01 9:34,[노원119-노원구급(구급차)][AVL 입력자(노원구급)]현장도착보고
본리119안전센터,1,1000000705,출동보고,2024-08-01 9:31,3,2024-08-01 9:31,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]출동보고
본리119안전센터,1,1000000705,현장도착보고,2024-08-01 9:39,4,2024-08-01 9:39,[본리119-본리펌프1차(펌프차)][AVL 입력자(본리펌프1차)]현장도착보고
상동119안전센터,1,1000000965,출동보고,2024-08-01 9:33,3,2024-08-01 9:33,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]출동보고
상동119안전센터,1,1000000965,현장도착보고,2024-08-01 9:41,4,2024-08-01 9:41,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]현장도착보고
동촌119안전센터,1,1000001079,현장도착보고,2024-08-01 9:48,5,2024-08-01 9:48,[동촌119-동촌구급(구급차)][AVL 입력자(동촌구급)]현장도착보고
송현119안전센터,1,1000000141,현장도착보고,2024-08-01 9:40,4,2024-08-01 9:40,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]현장도착보고
송현119안전센터,1,1000000141,출동보고,2024-08-01 9:34,3,2024-08-01 9:34,[송현119-송현펌프(호)(펌프차)][AVL 입력자(송현펌프(호))]출동보고
성명119안전센터,2,1000001026,출동보고,2024-08-01 9:39,7,2024-08-01 9:39,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]출동보고
성명119안전센터,2,1000001026,현장도착보고,2024-08-01 9:46,8,2024-08-01 9:46,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]현장도착보고
죽전119안전센터,1,1000001027,출동보고,2024-08-01 9:36,4,2024-08-01 9:36,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
무열로119안전센터,1,1000001025,현장도착보고,2024-08-01 9:44,7,2024-08-01 9:44,[무열로119-무열로구급(구급차)][AVL 입력자(무열로구급)]현장도착보고
무열로119안전센터,1,1000001025,출동보고,2024-08-01 9:36,5,2024-08-01 9:36,[무열로119-무열로구급(구급차)][AVL 입력자(무열로구급)]출동보고
칠성119안전센터,1,1000000947,출동보고,2024-08-01 9:36,3,2024-08-01 9:36,[칠성119-칠성탱크(탱크차)][AVL 입력자(칠성탱크)]출동보고
의흥119안전센터,1,1000001254,출동보고,2024-08-01 9:39,4,2024-08-01 9:39,[의흥119-의흥구급(구급차)][AVL 입력자(의흥구급)]출동보고
의흥119안전센터,1,1000001254,현장도착보고,2024-08-01 9:58,5,2024-08-01 9:58,[의흥119-의흥구급(구급차)][AVL 입력자(의흥구급)]현장도착보고
구지119안전센터,1,1000000949,출동보고,2024-08-01 9:41,4,2024-08-01 9:41,[구지119-구지탱크(탱크차)][AVL 입력자(구지탱크)]출동보고
구지119안전센터,1,1000000949,현장도착보고,2024-08-01 9:45,18,2024-08-01 9:45,[구지119-구지탱크(탱크차)][AVL 입력자(구지탱크)]현장도착보고
구지119안전센터,1,1000001035,출동보고,2024-08-01 9:41,7,2024-08-01 9:41,[구지119-구지펌프(호)(펌프차)][AVL 입력자(구지펌프(호))]출동보고
구지119안전센터,1,1000001035,현장도착보고,2024-08-01 9:45,15,2024-08-01 9:45,[구지119-구지펌프(호)(펌프차)][AVL 입력자(구지펌프(호))]현장도착보고
달성구급대,1,1000001203,출동보고,2024-08-01 9:42,9,2024-08-01 9:42,[달성구급대-달성본대1차(구급차)][AVL 입력자(달성본대1차)]출동보고
달성구조대,1,1000000778,출동보고,2024-08-01 9:42,12,2024-08-01 9:42,[달성구조대-달성구조공작(구조대차)][AVL 입력자(달성구조공작)]출동보고
현장지휘단,1,1000000593,출동보고,2024-08-01 9:42,8,2024-08-01 9:42,[현장지휘단-달성화재조사(화재조사차)][AVL 입력자(달성화재조사)]출동보고
현장지휘단,1,1000000593,현장도착보고,2024-08-01 9:49,26,2024-08-01 9:49,[현장지휘단-달성화재조사(화재조사차)]현장도착보고
현장지휘단,1,1000000868,출동보고,2024-08-01 9:42,10,2024-08-01 9:42,[현장지휘단-달성현장지휘(지휘차)][AVL 입력자(달성현장지휘)]출동보고
현장지휘단,1,1000000868,현장도착보고,2024-08-01 9:48,25,2024-08-01 9:48,[현장지휘단-달성현장지휘(지휘차)][AVL 입력자(달성현장지휘)]현장도착보고
현풍119안전센터,1,1000000962,출동보고,2024-08-01 9:42,11,2024-08-01 9:42,[현풍119-현풍펌프(호)(펌프차)][AVL 입력자(현풍펌프(호))]출동보고
명덕119안전센터,1,1000000995,출동보고,2024-08-01 9:44,6,2024-08-01 9:44,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]출동보고
명덕119안전센터,1,1000000995,현장도착보고,2024-08-01 9:51,10,2024-08-01 9:51,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]현장도착보고
봉덕119안전센터,2,1000000956,현장도착보고,2024-08-01 9:51,11,2024-08-01 9:51,[봉덕119-봉덕펌프(호)(펌프차)][AVL 입력자(봉덕펌프(호))]현장도착보고
봉덕119안전센터,2,1000000956,출동보고,2024-08-01 9:45,8,2024-08-01 9:45,[봉덕119-봉덕펌프(호)(펌프차)][AVL 입력자(봉덕펌프(호))]출동보고
산격119안전센터,1,1000001148,현장도착보고,2024-08-01 9:51,4,2024-08-01 9:51,[산격119-산격구급(구급차)][AVL 입력자(산격구급)]현장도착보고
산격119안전센터,1,1000001148,출동보고,2024-08-01 9:46,3,2024-08-01 9:46,[산격119-산격구급(구급차)][AVL 입력자(산격구급)]출동보고
현풍119안전센터,3,1000000729,출동보고,2024-08-01 9:56,10,2024-08-01 9:56,[현풍119-현풍탱크(탱크차)][AVL 입력자(현풍탱크)]출동보고
현풍119안전센터,3,1000000729,현장도착보고,2024-08-01 10:07,11,2024-08-01 10:07,[현풍119-현풍탱크(탱크차)][AVL 입력자(현풍탱크)]현장도착보고
논공119안전센터,1,1000001240,출동보고,2024-08-01 9:52,4,2024-08-01 9:52,[논공119-논공펌프(카)(펌프차)][AVL 입력자(논공펌프(카))]출동보고
논공119안전센터,1,1000001240,현장도착보고,2024-08-01 9:52,5,2024-08-01 9:52,[논공119-논공펌프(카)(펌프차)]현장도착보고
중부구급대,1,1000001073,출동보고,2024-08-01 9:50,5,2024-08-01 9:50,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]출동보고
율하119안전센터,1,1000000959,현장도착보고,2024-08-01 10:23,4,2024-08-01 10:23,[율하119-율하펌프(호)(펌프차)]현장도착보고
삼덕119안전센터,1,1000001075,출동보고,2024-08-01 9:52,3,2024-08-01 9:52,[삼덕119-삼덕구급(구급차)][AVL 입력자(삼덕구급)]출동보고
내당119안전센터,2,1000001038,현장도착보고,2024-08-01 9:56,10,2024-08-01 9:56,[내당119-내당구급(구급차)][AVL 입력자(내당구급)]현장도착보고
내당119안전센터,2,1000001038,출동보고,2024-08-01 9:53,8,2024-08-01 9:53,[내당119-내당구급(구급차)][AVL 입력자(내당구급)]출동보고
하빈119지역대,1,1000000834,출동보고,2024-08-01 9:54,4,2024-08-01 9:54,[하빈지역대-하빈펌프(호)(펌프차)][AVL 입력자(하빈펌프(호))]출동보고
하빈119지역대,1,1000000834,현장도착보고,2024-08-01 10:15,5,2024-08-01 10:15,[하빈지역대-하빈펌프(호)(펌프차)][AVL 입력자(하빈펌프(호))]현장도착보고
강서구급대,1,1000001082,현장도착보고,2024-08-01 9:55,3,2024-08-01 9:55,[강서구급대-강서특별(본대2차)(구급차)]현장도착보고
불로119안전센터,1,1000001088,현장도착보고,2024-08-01 10:03,6,2024-08-01 10:03,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]현장도착보고
불로119안전센터,1,1000001088,출동보고,2024-08-01 9:56,5,2024-08-01 9:56,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]출동보고
현풍119안전센터,1,1000000838,현장도착보고,2024-08-01 10:24,5,2024-08-01 10:24,[현풍119-현풍조연(특수차)]현장도착보고
현풍119안전센터,1,1000000838,출동보고,2024-08-01 10:00,4,2024-08-01 10:00,[현풍119-현풍조연(특수차)][AVL 입력자(현풍조연)]출동보고
동부구급대,2,1000000999,출동보고,2024-08-01 10:00,6,2024-08-01 10:00,[동부구급대-동부특별구급(2차)(구급차)][AVL 입력자(동부특별구급(2차))]출동보고
동촌119안전센터,1,1000001037,출동보고,2024-08-01 10:00,7,2024-08-01 10:00,[동촌119-동촌펌프(호)(펌프차)][AVL 입력자(동촌펌프(호))]출동보고
복현119지역대,1,1000001077,현장도착보고,2024-08-01 10:05,13,2024-08-01 10:05,[복현지역대-복현구급(구급차)]현장도착보고
복현119지역대,1,1000001077,출동보고,2024-08-01 10:00,8,2024-08-01 10:00,[복현지역대-복현구급(구급차)][AVL 입력자(복현구급)]출동보고
죽전119안전센터,1,1000000837,현장도착보고,2024-08-01 10:06,6,2024-08-01 10:06,[죽전119-죽전펌프(펌프차)][AVL 입력자(죽전펌프)]현장도착보고
죽전119안전센터,1,1000000837,출동보고,2024-08-01 9:58,4,2024-08-01 9:58,[죽전119-죽전펌프(펌프차)][AVL 입력자(죽전펌프)]출동보고
만촌119안전센터,2,1000001217,현장도착보고,2024-08-01 10:10,14,2024-08-01 10:10,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]현장도착보고
만촌119안전센터,2,1000001217,출동보고,2024-08-01 10:03,9,2024-08-01 10:03,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]출동보고
만촌119안전센터,3,1000001217,현장도착보고,2024-08-01 10:18,21,2024-08-01 10:18,[만촌119-만촌특별구급(구급차)]현장도착보고
수성구급대,1,1000001163,출동보고,2024-08-01 10:01,4,2024-08-01 10:01,[수성구급대-수성본대1차(구급차)][AVL 입력자(수성본대1차)]출동보고
수성구급대,1,1000001163,현장도착보고,2024-08-01 10:06,12,2024-08-01 10:06,[수성구급대-수성본대1차(구급차)][AVL 입력자(수성본대1차)]현장도착보고
수성구급대,3,1000001065,현장도착보고,2024-08-01 10:18,23,2024-08-01 10:18,[수성구급대-수성본대2차(구급차)]현장도착보고
수성구급대,3,1000001163,현장도착보고,2024-08-01 10:18,22,2024-08-01 10:18,[수성구급대-수성본대1차(구급차)]현장도착보고
만촌119안전센터,3,1000001217,현장도착보고,2024-08-01 10:12,12,2024-08-01 10:12,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]현장도착보고
수성구급대,1,1000001065,출동보고,2024-08-01 10:04,4,2024-08-01 10:04,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]출동보고
수성구급대,1,1000001065,현장도착보고,2024-08-01 10:14,13,2024-08-01 10:14,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]현장도착보고
황금119안전센터,2,1000001164,출동보고,2024-08-01 10:07,6,2024-08-01 10:07,[황금119-황금구급(구급차)][AVL 입력자(황금구급)]출동보고
현풍119안전센터,1,1000000962,출동보고,2024-08-01 10:14,6,2024-08-01 10:14,[현풍119-현풍펌프(호)(펌프차)][AVL 입력자(현풍펌프(호))]출동보고
현풍119안전센터,1,1000000962,현장도착보고,2024-08-01 10:18,9,2024-08-01 10:18,[현풍119-현풍펌프(호)(펌프차)][AVL 입력자(현풍펌프(호))]현장도착보고
율하119안전센터,1,1000000857,출동보고,2024-08-01 10:09,4,2024-08-01 10:09,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]출동보고
율하119안전센터,1,1000000857,현장도착보고,2024-08-01 10:16,7,2024-08-01 10:16,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]현장도착보고
동부구급대,1,1000001165,출동보고,2024-08-01 10:10,4,2024-08-01 10:10,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]출동보고
동부구급대,1,1000001165,현장도착보고,2024-08-01 10:26,5,2024-08-01 10:26,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]현장도착보고
중부구급대,1,1000001073,현장도착보고,2024-08-01 10:19,6,2024-08-01 10:19,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]현장도착보고
중부구급대,1,1000001073,출동보고,2024-08-01 10:12,5,2024-08-01 10:12,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]출동보고
고산119안전센터,1,1000001205,출동보고,2024-08-01 10:14,6,2024-08-01 10:14,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]출동보고
고산119안전센터,1,1000001205,현장도착보고,2024-08-01 10:24,11,2024-08-01 10:24,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]현장도착보고
대명119지역대,2,1000001072,출동보고,2024-08-01 10:14,6,2024-08-01 10:14,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]출동보고
대명119지역대,2,1000001072,현장도착보고,2024-08-01 10:19,8,2024-08-01 10:19,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]현장도착보고
비산119안전센터,1,1000001151,출동보고,2024-08-01 10:14,4,2024-08-01 10:14,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]출동보고
공산119안전센터,1,1000000827,출동보고,2024-08-01 10:15,5,2024-08-01 10:15,"[공산119-공산펌프(호,구조대)(펌프차)][AVL 입력자(공산펌프(호,구조대))]출동보고"
공산119안전센터,1,1000000827,현장도착보고,2024-08-01 10:27,9,2024-08-01 10:27,"[공산119-공산펌프(호,구조대)(펌프차)][AVL 입력자(공산펌프(호,구조대))]현장도착보고"
공산119안전센터,2,1000000592,출동보고,2024-08-01 10:17,7,2024-08-01 10:17,[공산119-공산순찰(순찰차)][AVL 입력자(공산순찰)]출동보고
공산119안전센터,2,1000000592,현장도착보고,2024-08-01 10:27,8,2024-08-01 10:27,[공산119-공산순찰(순찰차)][AVL 입력자(공산순찰)]현장도착보고
비산119안전센터,2,1000001151,출동보고,2024-08-01 10:15,6,2024-08-01 10:15,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]출동보고
비산119안전센터,2,1000001151,현장도착보고,2024-08-01 10:17,7,2024-08-01 10:17,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]현장도착보고
매곡119안전센터,1,1000000908,출동보고,2024-08-01 10:16,3,2024-08-01 10:16,[매곡119-매곡펌프(호)(펌프차)][AVL 입력자(매곡펌프(호))]출동보고
하빈119지역대,2,1000000834,출동보고,2024-08-01 10:17,8,2024-08-01 10:17,[하빈지역대-하빈펌프(호)(펌프차)][AVL 입력자(하빈펌프(호))]출동보고
하빈119지역대,2,1000000834,현장도착보고,2024-08-01 10:22,9,2024-08-01 10:22,[하빈지역대-하빈펌프(호)(펌프차)][AVL 입력자(하빈펌프(호))]현장도착보고
대현119안전센터,1,1000001206,출동보고,2024-08-01 10:19,4,2024-08-01 10:19,[대현119-대현구급(구급차)][AVL 입력자(대현구급)]출동보고
대현119안전센터,1,1000001206,현장도착보고,2024-08-01 10:24,6,2024-08-01 10:24,[대현119-대현구급(구급차)][AVL 입력자(대현구급)]현장도착보고
서문로119안전센터,1,1000001074,현장도착보고,2024-08-01 10:27,4,2024-08-01 10:27,[서문로119-서문로구급(구급차)][AVL 입력자(서문로구급)]현장도착보고
서문로119안전센터,1,1000001074,출동보고,2024-08-01 10:21,3,2024-08-01 10:21,[서문로119-서문로구급(구급차)][AVL 입력자(서문로구급)]출동보고
현풍119안전센터,2,1000000838,현장도착보고,2024-08-01 10:52,8,2024-08-01 10:52,[현풍119-현풍조연(특수차)]현장도착보고
수성119안전센터,1,1000001064,현장도착보고,2024-08-01 10:32,8,2024-08-01 10:32,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]현장도착보고
