출동서센터,출동차수,차량호수,차량동태,진행일시,관제일련번호,관제진행일시,관제내역
북부구급대,3,1000001147,현장도착보고,2024-08-01 15:03,15,2024-08-01 15:03,[북부구급대-북부본대2차(구급차)][AVL 입력자(북부본대2차)]현장도착보고
북부구급대,3,1000001147,출동보고,2024-08-01 15:02,14,2024-08-01 15:02,[북부구급대-북부본대2차(구급차)][AVL 입력자(북부본대2차)]출동보고
북부구조대,1,1000000775,현장도착보고,2024-08-01 15:03,17,2024-08-01 15:03,[북부구조대-북부구조공작(구조대차)]현장도착보고
북부구조대,1,1000000775,출동보고,2024-08-01 14:50,5,2024-08-01 14:50,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]출동보고
북부구조대,2,1000001019,현장도착보고,2024-08-01 15:03,16,2024-08-01 15:03,[북부구조대-북부구조버스(구조대차)]현장도착보고
칠성119안전센터,1,1000000719,현장도착보고,2024-08-01 14:56,11,2024-08-01 14:56,[칠성119-칠성펌프(펌프차)][AVL 입력자(칠성펌프)]현장도착보고
칠성119안전센터,1,1000000719,출동보고,2024-08-01 14:51,7,2024-08-01 14:51,[칠성119-칠성펌프(펌프차)][AVL 입력자(칠성펌프)]출동보고
태전119안전센터,1,1000001170,현장도착보고,2024-08-01 15:00,5,2024-08-01 15:00,[태전119-태전펌프(카)(펌프차)][AVL 입력자(태전펌프(카))]현장도착보고
무열로119안전센터,1,1000001025,현장도착보고,2024-08-01 14:57,6,2024-08-01 14:57,[무열로119-무열로구급(구급차)][AVL 입력자(무열로구급)]현장도착보고
무열로119안전센터,1,1000001025,출동보고,2024-08-01 14:53,5,2024-08-01 14:53,[무열로119-무열로구급(구급차)][AVL 입력자(무열로구급)]출동보고
태전119안전센터,1,1000001149,현장도착보고,2024-08-01 14:58,5,2024-08-01 14:58,[태전119-태전구급(구급차)][AVL 입력자(태전구급)]현장도착보고
태전119안전센터,1,1000001149,출동보고,2024-08-01 14:55,4,2024-08-01 14:55,[태전119-태전구급(구급차)][AVL 입력자(태전구급)]출동보고
구암119안전센터,1,1000001169,현장도착보고,2024-08-01 15:03,5,2024-08-01 15:03,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]현장도착보고
구암119안전센터,1,1000001169,출동보고,2024-08-01 14:57,3,2024-08-01 14:57,[구암119안전센터-구암펌프1차(카)(펌프차)][AVL 입력자(구암펌프1차(카))]출동보고
안심119안전센터,1,1000000811,현장도착보고,2024-08-01 15:02,4,2024-08-01 15:02,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]현장도착보고
안심119안전센터,1,1000000811,출동보고,2024-08-01 14:55,3,2024-08-01 14:55,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]출동보고
성명119안전센터,1,1000001026,출동보고,2024-08-01 14:57,5,2024-08-01 14:57,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]출동보고
성명119안전센터,1,1000001026,현장도착보고,2024-08-01 15:07,9,2024-08-01 15:07,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]현장도착보고
산격119안전센터,1,1000001148,출동보고,2024-08-01 14:57,4,2024-08-01 14:57,[산격119-산격구급(구급차)][AVL 입력자(산격구급)]출동보고
산격119안전센터,1,1000001148,현장도착보고,2024-08-01 15:04,5,2024-08-01 15:04,[산격119-산격구급(구급차)][AVL 입력자(산격구급)]현장도착보고
본리119안전센터,2,1000001029,현장도착보고,2024-08-01 15:03,7,2024-08-01 15:03,[본리119-본리구급(구급차)][AVL 입력자(본리구급)]현장도착보고
죽전119안전센터,1,1000001027,현장도착보고,2024-08-01 15:07,10,2024-08-01 15:07,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]현장도착보고
죽전119안전센터,1,1000001027,출동보고,2024-08-01 14:58,5,2024-08-01 14:58,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
태전119안전센터,2,1000001170,현장도착보고,2024-08-01 15:15,11,2024-08-01 15:15,[태전119-태전펌프(카)(펌프차)][AVL 입력자(태전펌프(카))]현장도착보고
죽전119안전센터,2,1000000837,현장도착보고,2024-08-01 15:55,8,2024-08-01 15:55,[죽전119-죽전펌프(펌프차)][AVL 입력자(죽전펌프)]현장도착보고
노원119안전센터,1,1000000816,현장도착보고,2024-08-01 15:07,4,2024-08-01 15:07,[노원119-노원펌프(펌프차)]현장도착보고
노원119안전센터,1,1000000816,출동보고,2024-08-01 14:59,3,2024-08-01 14:59,[노원119-노원펌프(펌프차)][AVL 입력자(노원펌프)]출동보고
내당119안전센터,2,1000000817,출동보고,2024-08-01 15:02,14,2024-08-01 15:02,[내당119-내당펌프(펌프차)][AVL 입력자(내당펌프)]출동보고
중부구급대,1,1000001073,출동보고,2024-08-01 15:00,7,2024-08-01 15:00,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]출동보고
중부구급대,1,1000001073,현장도착보고,2024-08-01 15:05,19,2024-08-01 15:05,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]현장도착보고
중부구조대,1,1000001006,현장도착보고,2024-08-01 15:05,18,2024-08-01 15:05,[중부구조대-중부구조공작(구조대차)][AVL 입력자(중부구조공작)]현장도착보고
중부구조대,1,1000001006,출동보고,2024-08-01 14:59,4,2024-08-01 14:59,[중부구조대-중부구조공작(구조대차)][AVL 입력자(중부구조공작)]출동보고
중부구조대,1,1000001212,현장도착보고,2024-08-01 15:06,20,2024-08-01 15:06,[중부구조대-중부구조버스(구조대차)]현장도착보고
읍내119안전센터,1,1000001207,현장도착보고,2024-08-01 15:04,5,2024-08-01 15:04,[읍내119-읍내구급(구급차)][AVL 입력자(읍내구급)]현장도착보고
읍내119안전센터,1,1000001207,출동보고,2024-08-01 15:01,3,2024-08-01 15:01,[읍내119-읍내구급(구급차)][AVL 입력자(읍내구급)]출동보고
옥포119안전센터,1,1000000901,현장도착보고,2024-08-01 15:19,4,2024-08-01 15:19,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]현장도착보고"
옥포119안전센터,1,1000000901,출동보고,2024-08-01 15:07,3,2024-08-01 15:07,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]출동보고"
고산119안전센터,2,1000000828,현장도착보고,2024-08-01 15:39,6,2024-08-01 15:39,[고산119-고산펌프(호)(펌프차)]현장도착보고
고산119안전센터,2,1000000828,출동보고,2024-08-01 15:19,5,2024-08-01 15:19,[고산119-고산펌프(호)(펌프차)][AVL 입력자(고산펌프(호))]출동보고
본리119안전센터,1,1000001029,출동보고,2024-08-01 15:07,3,2024-08-01 15:07,[본리119-본리구급(구급차)][AVL 입력자(본리구급)]출동보고
본리119안전센터,1,1000001029,현장도착보고,2024-08-01 15:15,7,2024-08-01 15:15,[본리119-본리구급(구급차)][AVL 입력자(본리구급)]현장도착보고
월성119안전센터,1,1000001032,현장도착보고,2024-08-01 15:18,5,2024-08-01 15:18,[월성119-월성펌프(호)(펌프차)][AVL 입력자(월성펌프(호))]현장도착보고
월성119안전센터,1,1000001032,출동보고,2024-08-01 15:15,3,2024-08-01 15:15,[월성119-월성펌프(호)(펌프차)][AVL 입력자(월성펌프(호))]출동보고
의흥119안전센터,1,1000001187,현장도착보고,2024-08-01 15:58,4,2024-08-01 15:58,"[의흥119-의흥펌프(소형,구조)(펌프차)][AVL 입력자(의흥펌프(소형,구조))]현장도착보고"
의흥119안전센터,1,1000001187,출동보고,2024-08-01 15:15,3,2024-08-01 15:15,"[의흥119-의흥펌프(소형,구조)(펌프차)][AVL 입력자(의흥펌프(소형,구조))]출동보고"
매곡119안전센터,1,1000000908,현장도착보고,2024-08-01 15:17,7,2024-08-01 15:17,[매곡119-매곡펌프(호)(펌프차)][AVL 입력자(매곡펌프(호))]현장도착보고
매곡119안전센터,1,1000000908,출동보고,2024-08-01 15:16,6,2024-08-01 15:16,[매곡119-매곡펌프(호)(펌프차)][AVL 입력자(매곡펌프(호))]출동보고
안심119안전센터,1,1000001210,출동보고,2024-08-01 15:16,5,2024-08-01 15:16,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]출동보고
안심119안전센터,1,1000001210,현장도착보고,2024-08-01 15:21,6,2024-08-01 15:21,[안심119-안심특별구급(구급차)][AVL 입력자(안심특별구급)]현장도착보고
수성119안전센터,1,1000001064,출동보고,2024-08-01 15:20,5,2024-08-01 15:20,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]출동보고
수성119안전센터,1,1000001064,현장도착보고,2024-08-01 15:25,6,2024-08-01 15:25,[수성119-수성센터구급(구급차)][AVL 입력자(수성센터구급)]현장도착보고
옥포119안전센터,2,1000000901,출동보고,2024-08-01 15:32,5,2024-08-01 15:32,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]출동보고"
옥포119안전센터,2,1000000901,현장도착보고,2024-08-01 15:43,7,2024-08-01 15:43,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]현장도착보고"
북부구조대,2,1000000775,현장도착보고,2024-08-01 15:40,14,2024-08-01 15:40,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]현장도착보고
북부구조대,2,1000000775,출동보고,2024-08-01 15:37,10,2024-08-01 15:37,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]출동보고
북부구조대,2,1000001019,현장도착보고,2024-08-01 15:44,15,2024-08-01 15:44,[북부구조대-북부구조버스(구조대차)]현장도착보고
침산119안전센터,1,1000001024,현장도착보고,2024-08-01 15:34,6,2024-08-01 15:34,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]현장도착보고
침산119안전센터,1,1000001024,출동보고,2024-08-01 15:25,3,2024-08-01 15:25,[침산119-침산구급(구급차)][AVL 입력자(침산구급)]출동보고
침산119안전센터,2,1000000896,현장도착보고,2024-08-01 15:39,13,2024-08-01 15:39,[침산119-침산펌프(호)(펌프차)][AVL 입력자(침산펌프(호))]현장도착보고
침산119안전센터,2,1000000896,출동보고,2024-08-01 15:34,7,2024-08-01 15:34,[침산119-침산펌프(호)(펌프차)][AVL 입력자(침산펌프(호))]출동보고
율하119안전센터,1,1000000857,현장도착보고,2024-08-01 15:34,8,2024-08-01 15:34,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]현장도착보고
율하119안전센터,1,1000000857,출동보고,2024-08-01 15:25,6,2024-08-01 15:25,[율하119-율하구급(구급차)][AVL 입력자(율하구급)]출동보고
화원119안전센터,1,1000001044,출동보고,2024-08-01 15:29,5,2024-08-01 15:29,[화원119-화원구급(구급차)][AVL 입력자(화원구급)]출동보고
화원119안전센터,1,1000001044,현장도착보고,2024-08-01 15:33,6,2024-08-01 15:33,[화원119-화원구급(구급차)][AVL 입력자(화원구급)]현장도착보고
대명119지역대,1,1000001072,출동보고,2024-08-01 15:30,4,2024-08-01 15:30,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]출동보고
대명119지역대,1,1000001072,현장도착보고,2024-08-01 15:34,5,2024-08-01 15:34,[대명지역대-대명구급(구급차)][AVL 입력자(대명구급)]현장도착보고
대현119안전센터,5,1000001206,현장도착보고,2024-08-01 15:45,36,2024-08-01 15:45,[대현119-대현구급(구급차)][AVL 입력자(대현구급)]현장도착보고
동부구급대,3,1000000999,출동보고,2024-08-01 15:32,17,2024-08-01 15:32,[동부구급대-동부특별구급(2차)(구급차)][AVL 입력자(동부특별구급(2차))]출동보고
동부구급대,3,1000000999,현장도착보고,2024-08-01 15:43,33,2024-08-01 15:43,[동부구급대-동부특별구급(2차)(구급차)][AVL 입력자(동부특별구급(2차))]현장도착보고
동부구조대,1,1000000580,출동보고,2024-08-01 15:31,9,2024-08-01 15:31,[동부구조대-동부구조공작(구조대차)][AVL 입력자(동부구조공작)]출동보고
동부구조대,4,1000001016,현장도착보고,2024-08-01 15:44,34,2024-08-01 15:44,[동부구조대-동부구조버스(구조대차)]현장도착보고
북부구조대,1,1000000775,출동보고,2024-08-01 15:31,3,2024-08-01 15:31,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]출동보고
불로119안전센터,1,1000000739,현장도착보고,2024-08-01 15:35,21,2024-08-01 15:35,[불로119-불로구급(구급차)][AVL 입력자(불로구급)]현장도착보고
불로119안전센터,1,1000000739,출동보고,2024-08-01 15:32,12,2024-08-01 15:32,[불로119-불로구급(구급차)][AVL 입력자(불로구급)]출동보고
불로119안전센터,2,1000001088,현장도착보고,2024-08-01 15:37,25,2024-08-01 15:37,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]현장도착보고
불로119안전센터,2,1000001088,출동보고,2024-08-01 15:32,14,2024-08-01 15:32,[불로119-불로펌프(카)(펌프차)][AVL 입력자(불로펌프(카))]출동보고
강서구급대,1,1000001080,출동보고,2024-08-01 15:36,4,2024-08-01 15:36,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]출동보고
강서구급대,1,1000001080,현장도착보고,2024-08-01 15:39,6,2024-08-01 15:39,[강서구급대-강서본대1차(구급차)][AVL 입력자(강서본대1차)]현장도착보고
강서구급대,2,1000001082,출동보고,2024-08-01 16:07,9,2024-08-01 16:07,[강서구급대-강서특별(본대2차)(구급차)][AVL 입력자(강서특별(본대2차))]출동보고
강서구급대,2,1000001082,현장도착보고,2024-08-01 16:10,10,2024-08-01 16:10,[강서구급대-강서특별(본대2차)(구급차)][AVL 입력자(강서특별(본대2차))]현장도착보고
안심119안전센터,1,1000000811,현장도착보고,2024-08-01 15:41,6,2024-08-01 15:41,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]현장도착보고
안심119안전센터,1,1000000811,출동보고,2024-08-01 15:38,5,2024-08-01 15:38,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]출동보고
옥포119안전센터,1,1000001069,출동보고,2024-08-01 15:41,3,2024-08-01 15:41,[옥포119-옥포구급(구급차)][AVL 입력자(옥포구급)]출동보고
옥포119안전센터,1,1000001069,현장도착보고,2024-08-01 15:45,4,2024-08-01 15:45,[옥포119-옥포구급(구급차)][AVL 입력자(옥포구급)]현장도착보고
서문로119안전센터,1,1000001074,출동보고,2024-08-01 15:43,4,2024-08-01 15:43,[서문로119-서문로구급(구급차)][AVL 입력자(서문로구급)]출동보고
서문로119안전센터,1,1000001074,현장도착보고,2024-08-01 15:49,5,2024-08-01 15:49,[서문로119-서문로구급(구급차)][AVL 입력자(서문로구급)]현장도착보고
동부구급대,3,1000001165,출동보고,2024-08-01 15:50,14,2024-08-01 15:50,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]출동보고
동부구급대,3,1000001165,현장도착보고,2024-08-01 15:54,21,2024-08-01 15:54,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]현장도착보고
동부구조대,2,1000000580,현장도착보고,2024-08-01 15:53,19,2024-08-01 15:53,[동부구조대-동부구조공작(구조대차)][AVL 입력자(동부구조공작)]현장도착보고
동부구조대,2,1000000580,출동보고,2024-08-01 15:48,11,2024-08-01 15:48,[동부구조대-동부구조공작(구조대차)][AVL 입력자(동부구조공작)]출동보고
만촌119안전센터,1,1000001217,출동보고,2024-08-01 15:47,8,2024-08-01 15:47,[만촌119-만촌특별구급(구급차)][AVL 입력자(만촌특별구급)]출동보고
신천119안전센터,1,1000000826,출동보고,2024-08-01 15:45,4,2024-08-01 15:45,[신천119-신천펌프(펌프차)][AVL 입력자(신천펌프)]출동보고
신천119안전센터,1,1000000826,현장도착보고,2024-08-01 15:50,15,2024-08-01 15:50,[신천119-신천펌프(펌프차)][AVL 입력자(신천펌프)]현장도착보고
중부구조대,1,1000001006,출동보고,2024-08-01 15:45,3,2024-08-01 15:45,[중부구조대-중부구조공작(구조대차)][AVL 입력자(중부구조공작)]출동보고
다사119안전센터,1,1000001238,출동보고,2024-08-01 15:48,3,2024-08-01 15:48,[다사119-다사펌프(카)(펌프차)][AVL 입력자(다사펌프(카))]출동보고
다사119안전센터,1,1000001238,현장도착보고,2024-08-01 15:55,4,2024-08-01 15:55,[다사119-다사펌프(카)(펌프차)][AVL 입력자(다사펌프(카))]현장도착보고
노원119안전센터,1,1000001253,현장도착보고,2024-08-01 15:53,5,2024-08-01 15:53,[노원119-노원구급(구급차)][AVL 입력자(노원구급)]현장도착보고
노원119안전센터,1,1000001253,출동보고,2024-08-01 15:51,4,2024-08-01 15:51,[노원119-노원구급(구급차)][AVL 입력자(노원구급)]출동보고
도원119안전센터,1,1000000723,현장도착보고,2024-08-01 15:53,4,2024-08-01 15:53,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]현장도착보고
도원119안전센터,1,1000000723,출동보고,2024-08-01 15:51,3,2024-08-01 15:51,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]출동보고
읍내119안전센터,1,1000001030,출동보고,2024-08-01 15:54,4,2024-08-01 15:54,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]출동보고
읍내119안전센터,1,1000001030,현장도착보고,2024-08-01 16:06,5,2024-08-01 16:06,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]현장도착보고
봉덕119안전센터,1,1000001158,출동보고,2024-08-01 15:55,4,2024-08-01 15:55,[봉덕119-봉덕구급(구급차)][AVL 입력자(봉덕구급)]출동보고
고산119안전센터,1,1000001205,출동보고,2024-08-01 15:56,5,2024-08-01 15:56,[고산119-고산구급(구급차)][AVL 입력자(고산구급)]출동보고
고산119안전센터,1,1000001205,현장도착보고,2024-08-01 16:06,7,2024-08-01 16:06,[고산119-고산구급(구급차)]현장도착보고
수성구급대,1,1000001163,출동보고,2024-08-01 15:56,4,2024-08-01 15:56,[수성구급대-수성본대1차(구급차)][AVL 입력자(수성본대1차)]출동보고
수성구급대,1,1000001163,현장도착보고,2024-08-01 16:04,8,2024-08-01 16:04,[수성구급대-수성본대1차(구급차)][AVL 입력자(수성본대1차)]현장도착보고
복현119지역대,2,1000001077,출동보고,2024-08-01 15:58,8,2024-08-01 15:58,[복현지역대-복현구급(구급차)][AVL 입력자(복현구급)]출동보고
복현119지역대,2,1000001077,현장도착보고,2024-08-01 16:03,16,2024-08-01 16:03,[복현지역대-복현구급(구급차)][AVL 입력자(복현구급)]현장도착보고
북부구조대,4,1000000775,출동보고,2024-08-01 15:59,11,2024-08-01 15:59,[북부구조대-북부구조공작(구조대차)][AVL 입력자(북부구조공작)]출동보고
중부구급대,3,1000001157,출동보고,2024-08-01 15:58,10,2024-08-01 15:58,[중부구급대-중부특별(본대2차)(구급차)][AVL 입력자(중부특별(본대2차))]출동보고
명덕119안전센터,1,1000000995,현장도착보고,2024-08-01 16:03,5,2024-08-01 16:03,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]현장도착보고
명덕119안전센터,1,1000000995,출동보고,2024-08-01 16:00,4,2024-08-01 16:00,[명덕119-명덕구급(구급차)][AVL 입력자(명덕구급)]출동보고
대천119안전센터,1,1000001160,출동보고,2024-08-01 16:05,3,2024-08-01 16:05,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]출동보고
대천119안전센터,1,1000001160,현장도착보고,2024-08-01 16:09,4,2024-08-01 16:09,[대천119-대천구급(구급차)][AVL 입력자(대천구급)]현장도착보고
다사119안전센터,2,1000001238,출동보고,2024-08-01 16:13,6,2024-08-01 16:13,[다사119-다사펌프(카)(펌프차)][AVL 입력자(다사펌프(카))]출동보고
다사119안전센터,2,1000001238,현장도착보고,2024-08-01 16:13,7,2024-08-01 16:13,[다사119-다사펌프(카)(펌프차)][AVL 입력자(다사펌프(카))]현장도착보고
성명119안전센터,1,1000001026,출동보고,2024-08-01 16:08,3,2024-08-01 16:08,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]출동보고
상동119안전센터,1,1000000965,출동보고,2024-08-01 16:11,5,2024-08-01 16:11,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]출동보고
상동119안전센터,1,1000000965,현장도착보고,2024-08-01 16:15,6,2024-08-01 16:15,[상동119-상동구급(수성예비)(구급차)][AVL 입력자(상동구급(수성예비))]현장도착보고
봉덕119안전센터,1,1000001158,출동보고,2024-08-01 16:12,3,2024-08-01 16:12,[봉덕119-봉덕구급(구급차)][AVL 입력자(봉덕구급)]출동보고
봉덕119안전센터,1,1000001158,현장도착보고,2024-08-01 16:18,4,2024-08-01 16:18,[봉덕119-봉덕구급(구급차)][AVL 입력자(봉덕구급)]현장도착보고
도원119안전센터,1,1000000723,출동보고,2024-08-01 16:12,4,2024-08-01 16:12,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]출동보고
도원119안전센터,1,1000000723,현장도착보고,2024-08-01 16:17,6,2024-08-01 16:17,[도원119-도원펌프(호)(펌프차)]현장도착보고
성서119안전센터,1,1000001162,출동보고,2024-08-01 16:14,7,2024-08-01 16:14,[성서119-성서구급(구급차)][AVL 입력자(성서구급)]출동보고
성서119안전센터,1,1000001162,현장도착보고,2024-08-01 16:18,8,2024-08-01 16:18,[성서119-성서구급(구급차)][AVL 입력자(성서구급)]현장도착보고
동부구급대,2,1000001165,현장도착보고,2024-08-01 16:18,9,2024-08-01 16:18,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]현장도착보고
동부구급대,2,1000001165,출동보고,2024-08-01 16:15,8,2024-08-01 16:15,[동부구급대-동부본대1차(구급차)][AVL 입력자(동부본대1차)]출동보고
공산119안전센터,1,1000000827,출동보고,2024-08-01 16:15,6,2024-08-01 16:15,"[공산119-공산펌프(호,구조대)(펌프차)][AVL 입력자(공산펌프(호,구조대))]출동보고"
공산119안전센터,1,1000000827,현장도착보고,2024-08-01 16:31,10,2024-08-01 16:31,"[공산119-공산펌프(호,구조대)(펌프차)]현장도착보고"
공산119안전센터,2,1000000592,출동보고,2024-08-01 16:15,7,2024-08-01 16:15,[공산119-공산순찰(순찰차)][AVL 입력자(공산순찰)]출동보고
송현119안전센터,1,1000001067,현장도착보고,2024-08-01 16:23,8,2024-08-01 16:23,[송현119-송현구급(구급차)][AVL 입력자(송현구급)]현장도착보고
송현119안전센터,1,1000001067,출동보고,2024-08-01 16:16,6,2024-08-01 16:16,[송현119-송현구급(구급차)][AVL 입력자(송현구급)]출동보고
북부구급대,1,1000001147,현장도착보고,2024-08-01 16:25,5,2024-08-01 16:25,[북부구급대-북부본대2차(구급차)][AVL 입력자(북부본대2차)]현장도착보고
북부구급대,1,1000001147,출동보고,2024-08-01 16:23,4,2024-08-01 16:23,[북부구급대-북부본대2차(구급차)][AVL 입력자(북부본대2차)]출동보고
성명119안전센터,1,1000001026,현장도착보고,2024-08-01 16:32,6,2024-08-01 16:32,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]현장도착보고
성명119안전센터,1,1000001026,출동보고,2024-08-01 16:26,5,2024-08-01 16:26,[성명119-성명구급(구급차)][AVL 입력자(성명구급)]출동보고
군위119구조대,1,1000001248,출동보고,2024-08-01 16:25,3,2024-08-01 16:25,[군위구조대-군위구조공작(구조대차)][AVL 입력자(군위구조공작)]출동보고
의흥119안전센터,2,1000001187,현장도착보고,2024-08-01 17:01,18,2024-08-01 17:01,"[의흥119-의흥펌프(소형,구조)(펌프차)][AVL 입력자(의흥펌프(소형,구조))]현장도착보고"
의흥119안전센터,2,1000001187,출동보고,2024-08-01 16:36,13,2024-08-01 16:36,"[의흥119-의흥펌프(소형,구조)(펌프차)][AVL 입력자(의흥펌프(소형,구조))]출동보고"
도원119안전센터,1,1000000723,현장도착보고,2024-08-01 16:30,4,2024-08-01 16:30,[도원119-도원펌프(호)(펌프차)][AVL 입력자(도원펌프(호))]현장도착보고
삼덕119안전센터,1,1000001075,출동보고,2024-08-01 16:27,5,2024-08-01 16:27,[삼덕119-삼덕구급(구급차)][AVL 입력자(삼덕구급)]출동보고
삼덕119안전센터,1,1000001075,현장도착보고,2024-08-01 16:30,6,2024-08-01 16:30,[삼덕119-삼덕구급(구급차)][AVL 입력자(삼덕구급)]현장도착보고
매곡119안전센터,1,1000001161,출동보고,2024-08-01 16:28,3,2024-08-01 16:28,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]출동보고
매곡119안전센터,1,1000001161,현장도착보고,2024-08-01 16:35,6,2024-08-01 16:35,[매곡119-매곡구급(구급차)][AVL 입력자(매곡구급)]현장도착보고
달성구조대,1,1000000778,출동보고,2024-08-01 16:30,3,2024-08-01 16:30,[달성구조대-달성구조공작(구조대차)][AVL 입력자(달성구조공작)]출동보고
달성구조대,1,1000000778,현장도착보고,2024-08-01 16:39,6,2024-08-01 16:39,[달성구조대-달성구조공작(구조대차)][AVL 입력자(달성구조공작)]현장도착보고
달성구조대,1,1000000863,현장도착보고,2024-08-01 16:43,7,2024-08-01 16:43,[달성구조대-달성구조버스(구조대차)]현장도착보고
중부구급대,1,1000001073,현장도착보고,2024-08-01 16:37,7,2024-08-01 16:37,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]현장도착보고
중부구급대,1,1000001073,출동보고,2024-08-01 16:29,4,2024-08-01 16:29,[중부구급대-중부본대1차(구급차)][AVL 입력자(중부본대1차)]출동보고
수성구급대,1,1000001065,현장도착보고,2024-08-01 16:42,6,2024-08-01 16:42,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]현장도착보고
수성구급대,1,1000001065,출동보고,2024-08-01 16:34,5,2024-08-01 16:34,[수성구급대-수성본대2차(구급차)][AVL 입력자(수성본대2차)]출동보고
옥포119안전센터,1,1000000901,현장도착보고,2024-08-01 16:42,4,2024-08-01 16:42,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]현장도착보고"
옥포119안전센터,1,1000000901,출동보고,2024-08-01 16:36,3,2024-08-01 16:36,"[옥포119-옥포펌프(호,구조대)(펌프차)][AVL 입력자(옥포펌프(호,구조대))]출동보고"
죽전119안전센터,1,1000001027,현장도착보고,2024-08-01 16:38,6,2024-08-01 16:38,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]현장도착보고
죽전119안전센터,1,1000001027,출동보고,2024-08-01 16:36,5,2024-08-01 16:36,[죽전119-죽전구급(구급차)][AVL 입력자(죽전구급)]출동보고
황금119안전센터,1,1000001164,현장도착보고,2024-08-01 16:47,4,2024-08-01 16:47,[황금119-황금구급(구급차)][AVL 입력자(황금구급)]현장도착보고
황금119안전센터,1,1000001164,출동보고,2024-08-01 16:39,3,2024-08-01 16:39,[황금119-황금구급(구급차)][AVL 입력자(황금구급)]출동보고
읍내119안전센터,1,1000001030,현장도착보고,2024-08-01 16:44,4,2024-08-01 16:44,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]현장도착보고
읍내119안전센터,1,1000001030,출동보고,2024-08-01 16:40,3,2024-08-01 16:40,[읍내119-읍내펌프(호)(펌프차)][AVL 입력자(읍내펌프(호))]출동보고
화원119안전센터,1,1000000813,현장도착보고,2024-08-01 17:11,6,2024-08-01 16:56,[화원119-화원펌프(펌프차)][AVL 입력자(화원펌프)]현장도착보고
비산119안전센터,1,1000001151,현장도착보고,2024-08-01 16:46,6,2024-08-01 16:46,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]현장도착보고
비산119안전센터,1,1000001151,출동보고,2024-08-01 16:42,5,2024-08-01 16:42,[비산119-비산구급(구급차)][AVL 입력자(비산구급)]출동보고
안심119안전센터,1,1000000811,현장도착보고,2024-08-01 16:51,8,2024-08-01 16:51,[안심119-안심펌프(호)(펌프차)][AVL 입력자(안심펌프(호))]현장도착보고
