"대명9동","여자인구수 (명)",64,78,657,525,404,310,178,73,13,0
"대명10동","총인구수 (명)",57,81,813,722,498,374,251,69,15,2
"대명10동","남자인구수 (명)",32,34,359,305,211,136,84,16,4,0
"대명10동","여자인구수 (명)",25,47,454,417,287,238,167,53,11,2
"대명11동","총인구수 (명)",56,82,841,709,502,340,216,81,12,1
"대명11동","남자인구수 (명)",18,43,368,299,193,125,73,18,1,0
"대명11동","여자인구수 (명)",38,39,473,410,309,215,143,63,11,1
"북구","총인구수 (명)",8731,12224,31107,21185,14891,10126,6023,2070,413,54
"북구","남자인구수 (명)",4488,6273,15060,9602,6293,3865,1942,530,60,6
"북구","여자인구수 (명)",4243,5951,16047,11583,8598,6261,4081,1540,353,48
"고성동","총인구수 (명)",1263,824,530,409,274,195,80,44,9,0
"고성동","남자인구수 (명)",662,400,226,167,110,78,16,14,4,0
"고성동","여자인구수 (명)",601,424,304,242,164,117,64,30,5,0
"칠성동","총인구수 (명)",663,849,1428,1084,777,550,388,126,37,8
"칠성동","남자인구수 (명)",354,412,677,494,321,198,136,45,3,0
"칠성동","여자인구수 (명)",309,437,751,590,456,352,252,81,34,8
"침산1동","총인구수 (명)",33,51,470,348,218,127,82,33,7,2
"침산1동","남자인구수 (명)",18,27,263,168,101,54,23,6,1,0
"침산1동","여자인구수 (명)",15,24,207,180,117,73,59,27,6,2
"침산2동","총인구수 (명)",538,851,1001,743,520,351,241,69,16,4
"침산2동","남자인구수 (명)",266,429,449,313,208,138,84,25,6,1
"침산2동","여자인구수 (명)",272,422,552,430,312,213,157,44,10,3
"침산3동","총인구수 (명)",350,644,1342,966,749,556,310,109,18,0
"침산3동","남자인구수 (명)",182,337,628,422,303,218,108,28,3,0
"침산3동","여자인구수 (명)",168,307,714,544,446,338,202,81,15,0
"산격1동","총인구수 (명)",27,58,960,802,647,458,272,82,15,1
"산격1동","남자인구수 (명)",10,34,490,335,227,167,88,20,1,0
"산격1동","여자인구수 (명)",17,24,470,467,420,291,184,62,14,1
"산격2동","총인구수 (명)",92,181,962,673,489,340,182,56,12,3
"산격2동","남자인구수 (명)",45,90,461,300,208,130,62,10,4,1
"산격2동","여자인구수 (명)",47,91,501,373,281,210,120,46,8,2
"산격3동","총인구수 (명)",54,75,606,512,394,240,148,47,14,1
"산격3동","남자인구수 (명)",30,41,284,230,165,84,50,13,2,0
"산격3동","여자인구수 (명)",24,34,322,282,229,156,98,34,12,1
"산격4동","총인구수 (명)",45,75,789,592,461,292,171,52,7,0
"산격4동","남자인구수 (명)",29,42,356,262,208,125,60,20,1,0
"산격4동","여자인구수 (명)",16,33,433,330,253,167,111,32,6,0
"대현동","총인구수 (명)",177,284,1323,1059,814,616,407,132,20,1
"대현동","남자인구수 (명)",105,138,598,458,316,247,116,31,6,0
"대현동","여자인구수 (명)",72,146,725,601,498,369,291,101,14,1
"복현1동","총인구수 (명)",36,54,455,328,220,131,63,26,3,0
"복현1동","남자인구수 (명)",22,30,227,151,109,49,22,9,1,0
"복현1동","여자인구수 (명)",14,24,228,177,111,82,41,17,2,0
"복현2동","총인구수 (명)",769,876,2219,1414,880,551,317,119,26,4
"복현2동","남자인구수 (명)",385,450,1056,680,402,194,115,30,1,0
"복현2동","여자인구수 (명)",384,426,1163,734,478,357,202,89,25,4
"검단동","총인구수 (명)",47,68,686,518,369,241,153,55,8,1
"검단동","남자인구수 (명)",23,37,297,229,155,83,47,13,1,0
"검단동","여자인구수 (명)",24,31,389,289,214,158,106,42,7,1
"무태조야동","총인구수 (명)",688,1237,2318,1632,1189,703,373,121,33,2
"무태조야동","남자인구수 (명)",354,646,1145,763,545,288,140,26,2,1
"무태조야동","여자인구수 (명)",334,591,1173,869,644,415,233,95,31,1
"관문동","총인구수 (명)",971,1478,2410,1589,1009,612,334,111,29,4
"관문동","남자인구수 (명)",460,767,1161,769,420,240,99,20,2,0
"관문동","여자인구수 (명)",511,711,1249,820,589,372,235,91,27,4
"태전1동","총인구수 (명)",296,410,1826,1184,811,573,332,144,27,2
"태전1동","남자인구수 (명)",168,228,886,553,376,214,102,34,0,0
"태전1동","여자인구수 (명)",128,182,940,631,435,359,230,110,27,2
"태전2동","총인구수 (명)",338,520,1944,1318,881,581,329,105,18,6
"태전2동","남자인구수 (명)",154,274,931,548,361,233,112,25,3,0
"태전2동","여자인구수 (명)",184,246,1013,770,520,348,217,80,15,6
"구암동","총인구수 (명)",369,815,2144,1133,835,649,385,127,24,5
"구암동","남자인구수 (명)",188,409,1045,507,340,245,119,22,5,0
"구암동","여자인구수 (명)",181,406,1099,626,495,404,266,105,19,5
"관음동","총인구수 (명)",136,230,1474,971,586,408,267,94,13,2
"관음동","남자인구수 (명)",81,115,731,456,278,155,75,23,0,0
"관음동","여자인구수 (명)",55,115,743,515,308,253,192,71,13,2
"읍내동","총인구수 (명)",463,617,2199,1314,873,619,385,156,27,3
"읍내동","남자인구수 (명)",228,316,1080,657,374,242,130,39,7,0
"읍내동","여자인구수 (명)",235,301,1119,657,499,377,255,117,20,3
"동천동","총인구수 (명)",439,768,1321,734,590,480,322,93,15,2
"동천동","남자인구수 (명)",238,389,667,307,201,169,90,31,1,2
"동천동","여자인구수 (명)",201,379,654,427,389,311,232,62,14,0
"노원동","총인구수 (명)",248,205,1177,870,678,364,171,45,9,1
"노원동","남자인구수 (명)",138,109,590,403,306,157,64,11,3,1
"노원동","여자인구수 (명)",110,96,587,467,372,207,107,34,6,0
"국우동","총인구수 (명)",689,1054,1523,992,627,489,311,124,26,2
"국우동","남자인구수 (명)",348,553,812,430,259,157,84,35,3,0
"국우동","여자인구수 (명)",341,501,711,562,368,332,227,89,23,2
"수성구","총인구수 (명)",8686,15527,28668,21298,15346,10288,6576,2619,486,62
"수성구","남자인구수 (명)",4425,8023,13324,9595,6529,4156,2325,771,106,9
"수성구","여자인구수 (명)",4261,7504,15344,11703,8817,6132,4251,1848,380,53
"범어1동","총인구수 (명)",821,1497,1023,738,582,403,251,92,14,1
"범어1동","남자인구수 (명)",424,736,506,325,241,163,102,34,5,0
"범어1동","여자인구수 (명)",397,761,517,413,341,240,149,58,9,1
"범어2동","총인구수 (명)",384,640,886,666,458,361,209,80,19,3
"범어2동","남자인구수 (명)",193,327,430,290,211,162,77,28,4,0
"범어2동","여자인구수 (명)",191,313,456,376,247,199,132,52,15,3
"범어3동","총인구수 (명)",656,1073,722,471,370,234,134,58,16,0
"범어3동","남자인구수 (명)",330,555,344,218,147,99,45,27,3,0
"범어3동","여자인구수 (명)",326,518,378,253,223,135,89,31,13,0
"범어4동","총인구수 (명)",234,1081,684,545,406,266,132,63,11,0
"범어4동","남자인구수 (명)",116,591,293,240,168,112,48,19,1,0
"범어4동","여자인구수 (명)",118,490,391,305,238,154,84,44,10,0
"만촌1동","총인구수 (명)",419,813,1555,1231,951,592,440,162,23,4
"만촌1동","남자인구수 (명)",214,429,714,571,422,242,159,53,7,1
"만촌1동","여자인구수 (명)",205,384,841,660,529,350,281,109,16,3
"만촌2동","총인구수 (명)",251,455,823,617,453,289,178,83,7,3
"만촌2동","남자인구수 (명)",128,250,364,291,203,119,62,24,1,0
"만촌2동","여자인구수 (명)",123,205,459,326,250,170,116,59,6,3
"만촌3동","총인구수 (명)",345,1064,842,665,449,326,180,69,7,1
"만촌3동","남자인구수 (명)",184,642,393,283,197,116,73,17,4,1
"만촌3동","여자인구수 (명)",161,422,449,382,252,210,107,52,3,0
"수성1가동","총인구수 (명)",295,612,1125,961,818,619,381,169,24,8
"수성1가동","남자인구수 (명)",141,245,507,379,328,236,138,47,4,1
"수성1가동","여자인구수 (명)",154,367,618,582,490,383,243,122,20,7
"수성2.3가동","총인구수 (명)",202,457,678,541,409,293,169,59,11,0
"수성2.3가동","남자인구수 (명)",93,230,316,240,164,124,75,20,4,0
"수성2.3가동","여자인구수 (명)",109,227,362,301,245,169,94,39,7,0
"수성4가동","총인구수 (명)",181,255,1114,830,626,444,305,130,21,7
"수성4가동","남자인구수 (명)",89,131,495,384,264,172,106,42,8,1
"수성4가동","여자인구수 (명)",92,124,619,446,362,272,199,88,13,6
"황금1동","총인구수 (명)",419,1156,1279,923,631,381,240,118,26,2
"황금1동","남자인구수 (명)",215,567,575,422,268,159,90,31,6,0
"황금1동","여자인구수 (명)",204,589,704,501,363,222,150,87,20,2
"황금2동","총인구수 (명)",339,359,796,656,521,340,177,65,9,0
"황금2동","남자인구수 (명)",169,167,362,281,219,143,73,19,3,0
"황금2동","여자인구수 (명)",170,192,434,375,302,197,104,46,6,0
"중동","총인구수 (명)",560,603,928,686,525,350,209,72,22,0
"중동","남자인구수 (명)",276,325,422,305,230,137,83,18,5,0
"중동","여자인구수 (명)",284,278,506,381,295,213,126,54,17,0
"상동","총인구수 (명)",184,311,1322,1088,736,541,301,135,29,3
"상동","남자인구수 (명)",105,162,636,505,321,233,111,35,4,0
"상동","여자인구수 (명)",79,149,686,583,415,308,190,100,25,3
"파동","총인구수 (명)",629,532,1350,1062,772,465,301,117,25,5
"파동","남자인구수 (명)",307,279,576,456,357,206,120,34,4,0
"파동","여자인구수 (명)",322,253,774,606,415,259,181,83,21,5
"두산동","총인구수 (명)",376,484,1005,690,451,272,153,72,10,4
"두산동","남자인구수 (명)",193,256,485,304,190,121,60,23,2,1
"두산동","여자인구수 (명)",183,228,520,386,261,151,93,49,8,3
"지산1동","총인구수 (명)",152,253,1838,1434,1086,743,478,168,41,3
"지산1동","남자인구수 (명)",76,148,808,652,442,295,137,48,10,1
"지산1동","여자인구수 (명)",76,105,1030,782,644,448,341,120,31,2
"지산2동","총인구수 (명)",294,443,1718,1283,867,525,403,172,25,3
"지산2동","남자인구수 (명)",156,235,756,576,380,214,140,44,7,1
"지산2동","여자인구수 (명)",138,208,962,707,487,311,263,128,18,2
"범물1동","총인구수 (명)",71,93,1220,1108,860,565,383,144,30,3
"범물1동","남자인구수 (명)",30,39,544,485,324,179,101,32,6,0
"범물1동","여자인구수 (명)",41,54,676,623,536,386,282,112,24,3
"범물2동","총인구수 (명)",304,429,1461,1026,627,367,214,90,21,1
"범물2동","남자인구수 (명)",161,219,646,493,295,159,74,24,1,0
"범물2동","여자인구수 (명)",143,210,815,533,332,208,140,66,20,1
"고산1동","총인구수 (명)",565,1167,2154,1313,885,608,407,144,29,1
"고산1동","남자인구수 (명)",310,588,1078,616,390,250,157,35,5,1
"고산1동","여자인구수 (명)",255,579,1076,697,495,358,250,109,24,0
"고산2동","총인구수 (명)",590,956,1929,1287,894,572,412,152,21,5
"고산2동","남자인구수 (명)",303,501,948,598,372,240,142,51,7,1
"고산2동","여자인구수 (명)",287,455,981,689,522,332,270,101,14,4
"고산3동","총인구수 (명)",415,794,2216,1477,969,732,519,205,45,5
"고산3동","남자인구수 (명)",212,401,1126,681,396,275,152,66,5,0
"고산3동","여자인구수 (명)",203,393,1090,796,573,457,367,139,40,5
"달서구","총인구수 (명)",10958,15568,41748,28757,18711,11619,7193,2571,464,48
"달서구","남자인구수 (명)",5642,8011,19752,13159,8253,4607,2366,657,87,12
"달서구","여자인구수 (명)",5316,7557,21996,15598,10458,7012,4827,1914,377,36
"성당동","총인구수 (명)",244,478,1969,1548,1060,651,397,146,20,5
"성당동","남자인구수 (명)",123,234,913,702,464,263,142,27,3,0
"성당동","여자인구수 (명)",121,244,1056,846,596,388,255,119,17,5
"두류1.2동","총인구수 (명)",378,282,1385,1022,728,537,309,86,9,1
"두류1.2동","남자인구수 (명)",188,144,633,477,285,218,111,18,0,0
"두류1.2동","여자인구수 (명)",190,138,752,545,443,319,198,68,9,1
"두류3동","총인구수 (명)",164,169,786,622,481,328,182,65,10,1
"두류3동","남자인구수 (명)",84,88,356,276,209,126,66,20,2,0
"두류3동","여자인구수 (명)",80,81,430,346,272,202,116,45,8,1
"감삼동","총인구수 (명)",1064,1314,2023,1410,838,492,293,66,12,1
"감삼동","남자인구수 (명)",553,667,954,638,368,230,115,16,3,1
"감삼동","여자인구수 (명)",511,647,1069,772,470,262,178,50,9,0
"죽전동","총인구수 (명)",416,277,1239,865,544,309,196,68,7,2
"죽전동","남자인구수 (명)",211,135,566,398,256,122,60,19,1,0
"죽전동","여자인구수 (명)",205,142,673,467,288,187,136,49,6,2
"장기동","총인구수 (명)",329,421,1218,878,559,340,228,66,10,2
"장기동","남자인구수 (명)",171,232,567,377,253,123,66,20,1,1
"장기동","여자인구수 (명)",158,189,651,501,306,217,162,46,9,1
"용산1동","총인구수 (명)",441,631,2155,1300,829,577,302,98,16,2
"용산1동","남자인구수 (명)",229,338,1113,565,392,251,111,26,4,1
"용산1동","여자인구수 (명)",212,293,1042,735,437,326,191,72,12,1
"용산2동","총인구수 (명)",292,502,2204,1178,776,471,337,111,11,2
"용산2동","남자인구수 (명)",143,263,1136,560,349,173,106,34,3,0
"용산2동","여자인구수 (명)",149,239,1068,618,427,298,231,77,8,2
"이곡1동","총인구수 (명)",263,403,1596,904,579,391,230,93,8,2
