행정구역(시군구)별,2026.06,2026.06,2026.06
행정구역(시군구)별,총인구수 (명),남자인구수 (명),여자인구수 (명)
대구광역시,2348165,1149388,1198777
중구,101754,48626,53128
동구,338476,165217,173259
서구,163508,80849,82659
남구,141344,67179,74165
북구,406915,201176,205739
수성구,408147,195878,212269
달서구,513399,251013,262386
달성군,252000,127656,124344
군위군,22622,11794,10828
