암호화요양기호,요양기관명,총의사수,의과전문의 인원수,CT보유대수,MRI보유대수
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,성주경연합신경외과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDQjJDgz,성주정한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,성주채한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,성주한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,성지가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,성지한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,성치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,세강안과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,세경치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,세광한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,세도나한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,세란치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,세명이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,세명치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,세명한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQzNjE0ODEjODEjJDEjJDYjJDgz,세민내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,세민병원,5,5,1.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,세민한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,세영의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,세온한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,세원치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,세이안치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,세인한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,세종법의의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,세종연합의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,세종정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,세종한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,세종한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,세창한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,세천리더스치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,세천아침한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,세천퍼스트이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,센(SEN)이비인후과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,센트럴내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,센트럴대구산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,센트럴안과의원,5,5,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,센트럴요양병원,7,4,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,센트럴위앤장연합의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,센트럴치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQyIyQzIyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz,센트로꿈을심는연합치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,셀의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,소나무치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,소나무한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,소나무한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz,소들한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,소리와향기가있는종합이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz,소망가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,소망연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,소망연합치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,소망치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,소망한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,소망한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,소명치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,소문생생한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,소미치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,소생한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,소예랑한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,소원한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,소유치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,소재정치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,소중한이치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,소피마르소여성의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,소화가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,속건강장내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,속보는내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,속보는연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,속사랑연합내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz,속속연합내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,속시원곽앤이내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,속시원내과방사선과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,속시원이재성내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,속시원장내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,속안심내과연합의원,6,6,1.0,1.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,속엔사랑연합내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,속찬내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,속튼튼내과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,속편안연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,속편한내과의원,6,6,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,속플러스내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,손길한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQyIyQ3IyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,손대용한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,손모아한의원,6,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,손석수이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,손성배치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,손수민재활의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,손수호내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,손이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,손진호이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,손창헌산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,손채형한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,손한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,손한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,손한의원,4,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,손희용치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,솔로몬치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,솔치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,송가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,송건선치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,송경치과교정과치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,송라미엘소아청소년과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,송라한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,송마음정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,송소현산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,송이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,송재학의미치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,송정한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,송한방한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,송한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,송한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,송한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,송현내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,송현정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,송현한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,송현호치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,송현효요양병원,5,4,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,송호철한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz,송효의료재단효산요양병원,0,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,수가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,수경이비인후과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,수경희한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,수목원치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,수민제세한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,수비뇨기과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,수산부인과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,수성 슬기로운 이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDQjJDgz,수성H연합내과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,수성김앤김치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,수성나무재활의학과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,수성내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,수성뉴플란트치과의원,4,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,수성더원치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,수성동대구피부과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,수성드림치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz,수성루이치과의원,1,0,0.0,0.0
